,orig.ident,nCount_RNA,nFeature_RNA,RNA_snn_res.1,seurat_clusters,assign.ident,assign.score,Amp_batch,source,patient,assign.CIBERSORT,assign.curated,assign.level3_anno,assign.level1_anno
W685674_GSM3496310_AB2496_Tumo,0,1924.0,652,2,2,B,4.4137903050582095,25,1,6,B,B,B,0
WMC291276_GSM3496426_AB4134_Tu,0,1732.0,588,3,3,CD4Tconv,1.0945560605446019,141,1,17,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC251625_GSM3496410_AB4030_Tu,0,3200.0,1108,4,4,Mono/Macro,5.045165456293893,125,1,18,Mono/Macro,Mono/Macro,Monocyte,0
W693292_GSM3496330_AB2516_Tumo,0,1744.0,697,6,6,CD8Tex,3.0350785138802134,45,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC328308_GSM3496437_AB4230_Tu,0,1427.0,569,1,1,CD8Tex,4.089338694095589,152,1,26,CD8Tex,CD8Tex,CD8Tex,0
WMC290537_GSM3496424_AB4132_Tu,0,1967.0,719,0,0,CD8Tex,3.0066744286892493,139,1,25,CD8Tex,CD8Tex,CD8Tex,0
WMC0038829_GSM3496380_AB3096_T,0,1876.0,758,0,0,CD8Tex,3.0066744286892493,95,1,29,CD8Tex,CD8Tex,CD8Tex,0
W688980_GSM3496319_AB2505_Tumo,0,2875.0,1197,1,1,CD8Tex,4.089338694095589,34,1,24,CD8Tex,CD8Tex,CD8Tex,0
W542554_GSM3496291_AB2095_Tumo,0,2395.0,1008,3,3,CD4Tconv,1.0945560605446019,6,1,14,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC379977_GSM3496453_AB4365_PB,0,2551.0,807,2,2,B,4.4137903050582095,168,0,5,B,B,B,0
WMC0037802_GSM3496378_AB3094_T,0,1547.0,795,0,0,CD8Tex,3.0066744286892493,93,1,29,CD8Tex,CD8Tex,CD8Tex,0
W703537_GSM3496338_AB2543_Tumo,0,1839.0,655,3,3,CD4Tconv,1.0945560605446019,53,1,3,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC329302_GSM3496440_AB4233_Tu,0,2365.0,1007,5,5,Mono/Macro,3.5403363819401705,155,1,26,Mono/Macro,Mono/Macro,M1,0
W842360_GSM3496357_AB2912_Tumo,0,1750.0,730,6,6,CD8Tex,3.0350785138802134,72,1,28,CD8Tex,CD8Tex,CD8Tex,0
W872386_GSM3496367_AB2990_Tumo,0,3827.0,1071,11,11,pDC,2.9395231999772227,82,1,12,pDC,DC,DC,0
WMC329456_GSM3496440_AB4233_Tu,0,3626.0,1322,5,5,Mono/Macro,3.5403363819401705,155,1,26,Mono/Macro,Mono/Macro,M1,0
W839684_GSM3496350_AB2905_Tumo,0,1744.0,583,3,3,CD4Tconv,1.0945560605446019,65,1,8,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC328983_GSM3496439_AB4232_Tu,0,1477.0,658,5,5,Mono/Macro,3.5403363819401705,154,1,26,Mono/Macro,Mono/Macro,M1,0
WMC809635_GSM3496487_AB5493_PB,0,3791.0,852,4,4,Mono/Macro,5.045165456293893,202,0,21,Mono/Macro,Mono/Macro,Monocyte,0
WMC252134_GSM3496412_AB4032_Tu,0,2099.0,661,2,2,B,4.4137903050582095,127,1,18,B,B,B,0
WMC627369_GSM3496466_AB5018_Tu,0,2225.0,909,10,10,TMKI67,3.9990709402858386,181,1,22,TMKI67,TMKI67,TMKI67,0
W687668_GSM3496315_AB2501_Tumo,0,1343.0,500,2,2,B,4.4137903050582095,30,1,6,B,B,B,0
W841299_GSM3496354_AB2909_Tumo,0,2170.0,810,7,7,Mono/Macro,4.5137206227938425,69,1,28,Mono/Macro,Mono/Macro,Monocyte,0
W462058_GSM3496285_AB1889_Tumo,0,1597.0,794,1,1,CD8Tex,4.089338694095589,0,1,14,CD8Tex,CD8Tex,CD8Tex,0
W689464_GSM3496320_AB2506_Tumo,0,1942.0,733,6,6,CD8Tex,3.0350785138802134,35,1,24,CD8Tex,CD8Tex,CD8Tex,0
W840379_GSM3496352_AB2907_Tumo,0,1411.0,613,6,6,CD8Tex,3.0350785138802134,67,1,28,CD8Tex,CD8Tex,CD8Tex,0
W685013_GSM3496308_AB2494_Tumo,0,1517.0,531,2,2,B,4.4137903050582095,23,1,6,B,B,B,0
WMC0035841_GSM3496373_AB3089_T,0,2398.0,1046,1,1,CD8Tex,4.089338694095589,88,1,29,CD8Tex,CD8Tex,CD8Tex,0
W685296_GSM3496309_AB2495_Tumo,0,1550.0,631,2,2,B,4.4137903050582095,24,1,6,B,B,B,0
WMC627546_GSM3496466_AB5018_Tu,0,9599.0,1543,20,20,TMKI67,2.162243283700641,181,1,22,TMKI67,TMKI67,TMKI67,0
WMC0035856_GSM3496373_AB3089_T,0,1337.0,659,1,1,CD8Tex,4.089338694095589,88,1,29,CD8Tex,CD8Tex,CD8Tex,0
W545726_GSM3496300_AB2104_Tumo,0,1681.0,820,1,1,CD8Tex,4.089338694095589,15,1,2,CD8Tex,CD8Tex,CD8Tex,0
WMC0038253_GSM3496379_AB3095_T,0,3293.0,1321,7,7,Mono/Macro,4.5137206227938425,94,1,29,Mono/Macro,Mono/Macro,Monocyte,0
WMC0037013_GSM3496376_AB3092_T,0,3818.0,1571,7,7,Mono/Macro,4.5137206227938425,91,1,29,Mono/Macro,Mono/Macro,Monocyte,0
W693401_GSM3496330_AB2516_Tumo,0,2005.0,963,1,1,CD8Tex,4.089338694095589,45,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0038269_GSM3496379_AB3095_T,0,1569.0,614,5,5,Mono/Macro,3.5403363819401705,94,1,29,Mono/Macro,Mono/Macro,M1,0
W844987_GSM3496364_AB2919_Tumo,0,2079.0,833,0,0,CD8Tex,3.0066744286892493,79,1,12,CD8Tex,CD8Tex,CD8Tex,0
WMC288223_GSM3496418_AB4126_Tu,0,1431.0,540,1,1,CD8Tex,4.089338694095589,133,1,25,CD8Tex,CD8Tex,CD8Tex,0
WMC329041_GSM3496439_AB4232_Tu,0,2046.0,942,5,5,Mono/Macro,3.5403363819401705,154,1,26,Mono/Macro,Mono/Macro,M1,0
WMC623891_GSM3496457_AB5009_Tu,0,1679.0,639,1,1,CD8Tex,4.089338694095589,172,1,22,CD8Tex,CD8Tex,CD8Tex,0
WMC808719_GSM3496484_AB5490_PB,0,1687.0,576,3,3,CD4Tconv,1.0945560605446019,199,0,21,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC290639_GSM3496424_AB4132_Tu,0,1283.0,625,8,8,CD8Tex,2.3728707457939557,139,1,25,CD8Tex,CD8Tex,CD8Tex,0
WMC294317_GSM3496434_AB4142_Tu,0,1528.0,692,2,2,B,4.4137903050582095,149,1,17,B,B,B,0
W686813_GSM3496313_AB2499_Tumo,0,3036.0,1315,6,6,CD8Tex,3.0350785138802134,28,1,6,CD8Tex,CD8Tex,CD8Tex,0
W702764_GSM3496336_AB2541_Tumo,0,1296.0,528,3,3,CD4Tconv,1.0945560605446019,51,1,4,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC808757_GSM3496484_AB5490_PB,0,2605.0,703,3,3,CD4Tconv,1.0945560605446019,199,0,21,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC0032290_GSM3496369_AB3079_T,0,1014.0,551,8,8,CD8Tex,2.3728707457939557,84,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC0036930_GSM3496375_AB3091_T,0,10195.0,1839,12,12,Plasma,2.8827375079550275,90,1,29,Plasma,Plasma,Plasma,0
WMC220357_GSM3496401_AB3941_Tu,0,6169.0,2366,19,19,Fibroblasts,0.7993594823534205,116,1,20,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC294166_GSM3496433_AB4141_Tu,0,5270.0,722,12,12,Plasma,2.8827375079550275,148,1,17,Plasma,Plasma,Plasma,0
WMC329446_GSM3496440_AB4233_Tu,0,1867.0,840,5,5,Mono/Macro,3.5403363819401705,155,1,26,Mono/Macro,Mono/Macro,M1,0
W687780_GSM3496316_AB2502_Tumo,0,1322.0,562,1,1,CD8Tex,4.089338694095589,31,1,6,CD8Tex,CD8Tex,CD8Tex,0
W843028_GSM3496359_AB2914_Tumo,0,1508.0,677,8,8,CD8Tex,2.3728707457939557,74,1,28,CD8Tex,CD8Tex,CD8Tex,0
W872151_GSM3496367_AB2990_Tumo,0,5234.0,1512,11,11,pDC,2.9395231999772227,82,1,12,pDC,DC,DC,0
WMC219106_GSM3496398_AB3938_Tu,0,6323.0,2071,16,16,Fibroblasts,0.5163241565316956,113,1,19,Fibroblasts,Fibroblasts,Fibroblasts,1
W691000_GSM3496324_AB2510_Tumo,0,1330.0,595,1,1,CD8Tex,4.089338694095589,39,1,24,CD8Tex,CD8Tex,CD8Tex,0
W703405_GSM3496337_AB2542_Tumo,0,1692.0,684,0,0,CD8Tex,3.0066744286892493,52,1,4,CD8Tex,CD8Tex,CD8Tex,0
WMC292933_GSM3496430_AB4138_Tu,0,7729.0,1193,12,12,Plasma,2.8827375079550275,145,1,17,Plasma,Plasma,Plasma,0
WMC0036465_GSM3496374_AB3090_T,0,3974.0,1444,11,11,pDC,2.9395231999772227,89,1,29,pDC,DC,DC,0
WMC0037140_GSM3496376_AB3092_T,0,6273.0,2044,11,11,pDC,2.9395231999772227,91,1,29,pDC,DC,DC,0
WMC626487_GSM3496464_AB5016_Tu,0,1696.0,672,0,0,CD8Tex,3.0066744286892493,179,1,22,CD8Tex,CD8Tex,CD8Tex,0
W542675_GSM3496292_AB2096_Tumo,0,3253.0,1465,1,1,CD8Tex,4.089338694095589,7,1,14,CD8Tex,CD8Tex,CD8Tex,0
WMC220468_GSM3496401_AB3941_Tu,0,1520.0,661,3,3,CD4Tconv,1.0945560605446019,116,1,20,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC0037811_GSM3496378_AB3094_T,0,2308.0,1122,1,1,CD8Tex,4.089338694095589,93,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC286707_GSM3496414_AB4122_Tu,0,1830.0,580,10,10,TMKI67,3.9990709402858386,129,1,25,TMKI67,TMKI67,TMKI67,0
W691091_GSM3496324_AB2510_Tumo,0,6026.0,2024,5,5,Mono/Macro,3.5403363819401705,39,1,24,Mono/Macro,Mono/Macro,M1,0
W685510_GSM3496310_AB2496_Tumo,0,3483.0,1022,2,2,B,4.4137903050582095,25,1,6,B,B,B,0
WMC0036933_GSM3496375_AB3091_T,0,1529.0,683,8,8,CD8Tex,2.3728707457939557,90,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC784581_GSM3496481_AB5427_PB,0,2454.0,501,3,3,CD4Tconv,1.0945560605446019,196,0,9,CD4Tconv,CD4Tconv,CD4Tnaive,0
W707630_GSM3496340_AB2553_Tumo,0,1156.0,509,1,1,CD8Tex,4.089338694095589,55,1,4,CD8Tex,CD8Tex,CD8Tex,0
WMC149187_GSM3496396_AB3755_Tu,0,5161.0,1234,17,17,Fibroblasts,0.911109777825356,111,1,16,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC293964_GSM3496433_AB4141_Tu,0,1996.0,827,2,2,B,4.4137903050582095,148,1,17,B,B,B,0
WMC291312_GSM3496426_AB4134_Tu,0,1856.0,680,0,0,CD8Tex,3.0066744286892493,141,1,17,CD8Tex,CD8Tex,CD8Tex,0
WMC627670_GSM3496467_AB5019_Tu,0,1682.0,667,1,1,CD8Tex,4.089338694095589,182,1,22,CD8Tex,CD8Tex,CD8Tex,0
WMC0038508_GSM3496379_AB3095_T,0,1974.0,799,2,2,B,4.4137903050582095,94,1,29,B,B,B,0
W844200_GSM3496362_AB2917_Tumo,0,1435.0,664,6,6,CD8Tex,3.0350785138802134,77,1,12,CD8Tex,CD8Tex,CD8Tex,0
WMC380309_GSM3496453_AB4365_PB,0,2358.0,655,2,2,B,4.4137903050582095,168,0,5,B,B,B,0
W689758_GSM3496321_AB2507_Tumo,0,1355.0,506,0,0,CD8Tex,3.0066744286892493,36,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0106979_GSM3496381_AB3274_T,0,1637.0,541,3,3,CD4Tconv,1.0945560605446019,96,1,27,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC294703_GSM3496435_AB4143_Tu,0,6430.0,1798,9,9,TMKI67,2.1419943291597425,150,1,17,TMKI67,TMKI67,TMKI67,0
WMC0036189_GSM3496373_AB3089_T,0,1785.0,808,0,0,CD8Tex,3.0066744286892493,88,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC626171_GSM3496463_AB5015_Tu,0,17490.0,3107,11,11,pDC,2.9395231999772227,178,1,22,pDC,DC,DC,0
W841207_GSM3496354_AB2909_Tumo,0,10873.0,1558,12,12,Plasma,2.8827375079550275,69,1,28,Plasma,Plasma,Plasma,0
WMC0031770_GSM3496368_AB3078_T,0,2078.0,866,0,0,CD8Tex,3.0066744286892493,83,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC0035508_GSM3496372_AB3088_T,0,1940.0,809,8,8,CD8Tex,2.3728707457939557,87,1,29,CD8Tex,CD8Tex,CD8Tex,0
W688781_GSM3496318_AB2504_Tumo,0,1789.0,930,1,1,CD8Tex,4.089338694095589,33,1,24,CD8Tex,CD8Tex,CD8Tex,0
W685858_GSM3496311_AB2497_Tumo,0,1614.0,617,3,3,CD4Tconv,1.0945560605446019,26,1,6,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC293416_GSM3496431_AB4139_Tu,0,1239.0,525,8,8,CD8Tex,2.3728707457939557,146,1,17,CD8Tex,CD8Tex,CD8Tex,0
WMC134964_GSM3496392_AB3718_Tu,0,9443.0,1912,11,11,pDC,2.9395231999772227,107,1,15,pDC,DC,DC,0
WMC380451_GSM3496454_AB4366_PB,0,1704.0,537,3,3,CD4Tconv,1.0945560605446019,169,0,5,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC331201_GSM3496445_AB4238_Tu,0,2435.0,1021,5,5,Mono/Macro,3.5403363819401705,160,1,26,Mono/Macro,Mono/Macro,M1,0
WMC785365_GSM3496483_AB5429_PB,0,2562.0,609,2,2,B,4.4137903050582095,198,0,9,B,B,B,0
W541923_GSM3496290_AB2094_Tumo,0,1670.0,695,3,3,CD4Tconv,1.0945560605446019,5,1,14,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC624872_GSM3496459_AB5011_Tu,0,1393.0,646,9,9,TMKI67,2.1419943291597425,174,1,22,TMKI67,TMKI67,TMKI67,0
WMC251450_GSM3496410_AB4030_Tu,0,1289.0,517,2,2,B,4.4137903050582095,125,1,18,B,B,B,0
WMC626404_GSM3496463_AB5015_Tu,0,3433.0,1204,9,9,TMKI67,2.1419943291597425,178,1,22,TMKI67,TMKI67,TMKI67,0
W851568_GSM3496365_AB2936_Tumo,0,2009.0,758,4,4,Mono/Macro,5.045165456293893,80,1,12,Mono/Macro,Mono/Macro,Monocyte,0
W695407_GSM3496335_AB2521_Tumo,0,1340.0,577,1,1,CD8Tex,4.089338694095589,50,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC251285_GSM3496409_AB4029_Tu,0,1409.0,587,2,2,B,4.4137903050582095,124,1,18,B,B,B,0
WMC0038582_GSM3496380_AB3096_T,0,1544.0,692,3,3,CD4Tconv,1.0945560605446019,95,1,29,CD4Tconv,CD4Tconv,CD4Tnaive,0
W838820_GSM3496348_AB2903_Tumo,0,1495.0,512,3,3,CD4Tconv,1.0945560605446019,63,1,7,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC810104_GSM3496488_AB5494_PB,0,2370.0,609,3,3,CD4Tconv,1.0945560605446019,203,0,21,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC287549_GSM3496416_AB4124_Tu,0,1995.0,684,1,1,CD8Tex,4.089338694095589,131,1,25,CD8Tex,CD8Tex,CD8Tex,0
WMC149405_GSM3496396_AB3755_Tu,0,5393.0,1643,17,17,Fibroblasts,0.911109777825356,111,1,16,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC293179_GSM3496431_AB4139_Tu,0,1466.0,611,2,2,B,4.4137903050582095,146,1,17,B,B,B,0
W463814_GSM3496287_AB1891_Tumo,0,2536.0,1051,11,11,pDC,2.9395231999772227,2,1,14,pDC,DC,DC,0
WMC379240_GSM3496451_AB4363_PB,0,1810.0,536,3,3,CD4Tconv,1.0945560605446019,166,0,5,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC250228_GSM3496407_AB4027_Tu,0,2152.0,608,3,3,CD4Tconv,1.0945560605446019,122,1,18,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC294332_GSM3496434_AB4142_Tu,0,5514.0,1856,20,20,TMKI67,2.162243283700641,149,1,17,TMKI67,TMKI67,TMKI67,0
W692436_GSM3496328_AB2514_Tumo,0,2547.0,1001,6,6,CD8Tex,3.0350785138802134,43,1,24,CD8Tex,CD8Tex,CD8Tex,0
W690999_GSM3496324_AB2510_Tumo,0,3346.0,1266,1,1,CD8Tex,4.089338694095589,39,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC379629_GSM3496452_AB4364_PB,0,2007.0,615,4,4,Mono/Macro,5.045165456293893,167,0,5,Mono/Macro,Mono/Macro,Monocyte,0
W542987_GSM3496292_AB2096_Tumo,0,4328.0,1528,2,2,B,4.4137903050582095,7,1,14,B,B,B,0
W703672_GSM3496338_AB2543_Tumo,0,3390.0,1136,9,9,TMKI67,2.1419943291597425,53,1,3,TMKI67,TMKI67,TMKI67,0
W543854_GSM3496295_AB2099_Tumo,0,4493.0,1087,15,15,Plasma,2.2459200087458866,10,1,2,Plasma,Plasma,Plasma,0
WMC290977_GSM3496425_AB4133_Tu,0,2125.0,770,8,8,CD8Tex,2.3728707457939557,140,1,25,CD8Tex,CD8Tex,CD8Tex,0
W687986_GSM3496316_AB2502_Tumo,0,2068.0,664,3,3,CD4Tconv,1.0945560605446019,31,1,6,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC135251_GSM3496392_AB3718_Tu,0,1982.0,537,11,11,pDC,2.9395231999772227,107,1,15,pDC,DC,DC,0
W687408_GSM3496315_AB2501_Tumo,0,1938.0,744,2,2,B,4.4137903050582095,30,1,6,B,B,B,0
W689860_GSM3496321_AB2507_Tumo,0,2545.0,1049,1,1,CD8Tex,4.089338694095589,36,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0036745_GSM3496375_AB3091_T,0,2313.0,1075,7,7,Mono/Macro,4.5137206227938425,90,1,29,Mono/Macro,Mono/Macro,Monocyte,0
W541941_GSM3496290_AB2094_Tumo,0,1124.0,576,3,3,CD4Tconv,1.0945560605446019,5,1,14,CD4Tconv,CD4Tconv,CD4Tnaive,0
W844208_GSM3496362_AB2917_Tumo,0,2286.0,947,1,1,CD8Tex,4.089338694095589,77,1,12,CD8Tex,CD8Tex,CD8Tex,0
W687870_GSM3496316_AB2502_Tumo,0,1268.0,500,3,3,CD4Tconv,1.0945560605446019,31,1,6,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC329735_GSM3496441_AB4234_Tu,0,4709.0,1655,5,5,Mono/Macro,3.5403363819401705,156,1,26,Mono/Macro,Mono/Macro,M1,0
W688691_GSM3496318_AB2504_Tumo,0,2595.0,1027,0,0,CD8Tex,3.0066744286892493,33,1,24,CD8Tex,CD8Tex,CD8Tex,0
W688602_GSM3496318_AB2504_Tumo,0,1834.0,843,0,0,CD8Tex,3.0066744286892493,33,1,24,CD8Tex,CD8Tex,CD8Tex,0
W691538_GSM3496325_AB2511_Tumo,0,2625.0,1029,1,1,CD8Tex,4.089338694095589,40,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0038566_GSM3496380_AB3096_T,0,1448.0,510,8,8,CD8Tex,2.3728707457939557,95,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC289876_GSM3496422_AB4130_Tu,0,1996.0,759,1,1,CD8Tex,4.089338694095589,137,1,25,CD8Tex,CD8Tex,CD8Tex,0
W714233_GSM3496341_AB2570_Tumo,0,2476.0,915,4,4,Mono/Macro,5.045165456293893,56,1,4,Mono/Macro,Mono/Macro,Monocyte,0
W462303_GSM3496285_AB1889_Tumo,0,2317.0,1088,0,0,CD8Tex,3.0066744286892493,0,1,14,CD8Tex,CD8Tex,CD8Tex,0
W703804_GSM3496338_AB2543_Tumo,0,6735.0,1830,10,10,TMKI67,3.9990709402858386,53,1,3,TMKI67,TMKI67,TMKI67,0
WMC251501_GSM3496410_AB4030_Tu,0,3152.0,1247,13,13,B,1.9443252866230427,125,1,18,B,pDC,pDC,0
WMC251702_GSM3496411_AB4031_Tu,0,1610.0,634,1,1,CD8Tex,4.089338694095589,126,1,18,CD8Tex,CD8Tex,CD8Tex,0
WMC289756_GSM3496422_AB4130_Tu,0,1337.0,567,1,1,CD8Tex,4.089338694095589,137,1,25,CD8Tex,CD8Tex,CD8Tex,0
WMC251261_GSM3496409_AB4029_Tu,0,1273.0,536,4,4,Mono/Macro,5.045165456293893,124,1,18,Mono/Macro,Mono/Macro,Monocyte,0
WMC292954_GSM3496430_AB4138_Tu,0,7977.0,1102,12,12,Plasma,2.8827375079550275,145,1,17,Plasma,Plasma,Plasma,0
WMC220797_GSM3496402_AB3942_Tu,0,1564.0,604,1,1,CD8Tex,4.089338694095589,117,1,1,CD8Tex,CD8Tex,CD8Tex,0
WMC626399_GSM3496463_AB5015_Tu,0,1681.0,588,7,7,Mono/Macro,4.5137206227938425,178,1,22,Mono/Macro,Mono/Macro,Monocyte,0
WMC808728_GSM3496484_AB5490_PB,0,1995.0,609,3,3,CD4Tconv,1.0945560605446019,199,0,21,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC0032005_GSM3496369_AB3079_T,0,5237.0,1818,7,7,Mono/Macro,4.5137206227938425,84,1,29,Mono/Macro,Mono/Macro,Monocyte,0
W702986_GSM3496336_AB2541_Tumo,0,2154.0,867,0,0,CD8Tex,3.0066744286892493,51,1,4,CD8Tex,CD8Tex,CD8Tex,0
WMC286267_GSM3496413_AB4121_Tu,0,2939.0,1024,9,9,TMKI67,2.1419943291597425,128,1,25,TMKI67,TMKI67,TMKI67,0
WMC329617_GSM3496440_AB4233_Tu,0,2981.0,1081,5,5,Mono/Macro,3.5403363819401705,155,1,26,Mono/Macro,Mono/Macro,M1,0
W695127_GSM3496335_AB2521_Tumo,0,3524.0,1299,1,1,CD8Tex,4.089338694095589,50,1,24,CD8Tex,CD8Tex,CD8Tex,0
W703726_GSM3496338_AB2543_Tumo,0,2244.0,885,9,9,TMKI67,2.1419943291597425,53,1,3,TMKI67,TMKI67,TMKI67,0
W703444_GSM3496337_AB2542_Tumo,0,4036.0,1489,1,1,CD8Tex,4.089338694095589,52,1,4,CD8Tex,CD8Tex,CD8Tex,0
WMC0035137_GSM3496371_AB3087_T,0,2302.0,1047,0,0,CD8Tex,3.0066744286892493,86,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC222158_GSM3496406_AB3946_Tu,0,1211.0,512,4,4,Mono/Macro,5.045165456293893,121,1,1,Mono/Macro,Mono/Macro,Monocyte,0
WMC138304_GSM3496395_AB3726_Tu,0,7614.0,2102,19,19,Fibroblasts,0.7993594823534205,110,1,16,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC328208_GSM3496437_AB4230_Tu,0,2002.0,780,1,1,CD8Tex,4.089338694095589,152,1,26,CD8Tex,CD8Tex,CD8Tex,0
WMC625266_GSM3496460_AB5012_Tu,0,2742.0,731,3,3,CD4Tconv,1.0945560605446019,175,1,22,CD4Tconv,CD4Tconv,CD4Tnaive,0
W689924_GSM3496321_AB2507_Tumo,0,1338.0,581,6,6,CD8Tex,3.0350785138802134,36,1,24,CD8Tex,CD8Tex,CD8Tex,0
W707532_GSM3496340_AB2553_Tumo,0,3839.0,1322,5,5,Mono/Macro,3.5403363819401705,55,1,4,Mono/Macro,Mono/Macro,M1,0
W842184_GSM3496357_AB2912_Tumo,0,1341.0,527,0,0,CD8Tex,3.0066744286892493,72,1,28,CD8Tex,CD8Tex,CD8Tex,0
WMC219389_GSM3496398_AB3938_Tu,0,7000.0,2056,16,16,Fibroblasts,0.5163241565316956,113,1,19,Fibroblasts,Fibroblasts,Fibroblasts,1
W841002_GSM3496354_AB2909_Tumo,0,2738.0,1014,7,7,Mono/Macro,4.5137206227938425,69,1,28,Mono/Macro,Mono/Macro,Monocyte,0
WMC0038625_GSM3496380_AB3096_T,0,1872.0,904,1,1,CD8Tex,4.089338694095589,95,1,29,CD8Tex,CD8Tex,CD8Tex,0
W693454_GSM3496330_AB2516_Tumo,0,2803.0,993,1,1,CD8Tex,4.089338694095589,45,1,24,CD8Tex,CD8Tex,CD8Tex,0
W463575_GSM3496287_AB1891_Tumo,0,1779.0,918,5,5,Mono/Macro,3.5403363819401705,2,1,14,Mono/Macro,Mono/Macro,M1,0
W544260_GSM3496296_AB2100_Tumo,0,1479.0,612,3,3,CD4Tconv,1.0945560605446019,11,1,2,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC380775_GSM3496455_AB4367_PB,0,3073.0,875,4,4,Mono/Macro,5.045165456293893,170,0,5,Mono/Macro,Mono/Macro,Monocyte,0
WMC624942_GSM3496460_AB5012_Tu,0,4120.0,964,4,4,Mono/Macro,5.045165456293893,175,1,22,Mono/Macro,Mono/Macro,Monocyte,0
WMC287169_GSM3496415_AB4123_Tu,0,2755.0,893,0,0,CD8Tex,3.0066744286892493,130,1,25,CD8Tex,CD8Tex,CD8Tex,0
WMC251264_GSM3496409_AB4029_Tu,0,4053.0,1288,4,4,Mono/Macro,5.045165456293893,124,1,18,Mono/Macro,Mono/Macro,Monocyte,0
W690056_GSM3496321_AB2507_Tumo,0,1810.0,744,1,1,CD8Tex,4.089338694095589,36,1,24,CD8Tex,CD8Tex,CD8Tex,0
W693973_GSM3496332_AB2518_Tumo,0,1785.0,886,6,6,CD8Tex,3.0350785138802134,47,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC293437_GSM3496431_AB4139_Tu,0,3981.0,860,12,12,Plasma,2.8827375079550275,146,1,17,Plasma,Plasma,Plasma,0
WMC331550_GSM3496445_AB4238_Tu,0,4170.0,1397,5,5,Mono/Macro,3.5403363819401705,160,1,26,Mono/Macro,Mono/Macro,M1,0
W691785_GSM3496326_AB2512_Tumo,0,1702.0,805,6,6,CD8Tex,3.0350785138802134,41,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0110771_GSM3496391_AB3284_T,0,2538.0,844,3,3,CD4Tconv,1.0945560605446019,106,1,13,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC220918_GSM3496402_AB3942_Tu,0,1562.0,600,0,0,CD8Tex,3.0066744286892493,117,1,1,CD8Tex,CD8Tex,CD8Tex,0
WMC287958_GSM3496417_AB4125_Tu,0,2480.0,872,7,7,Mono/Macro,4.5137206227938425,132,1,25,Mono/Macro,Mono/Macro,Monocyte,0
WMC378740_GSM3496449_AB4361_PB,0,2874.0,750,3,3,CD4Tconv,1.0945560605446019,164,0,5,CD4Tconv,CD4Tconv,CD4Tnaive,0
W693426_GSM3496330_AB2516_Tumo,0,3381.0,1044,6,6,CD8Tex,3.0350785138802134,45,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC379967_GSM3496453_AB4365_PB,0,1991.0,569,2,2,B,4.4137903050582095,168,0,5,B,B,B,0
W688581_GSM3496318_AB2504_Tumo,0,1565.0,743,1,1,CD8Tex,4.089338694095589,33,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC329810_GSM3496441_AB4234_Tu,0,1769.0,766,5,5,Mono/Macro,3.5403363819401705,156,1,26,Mono/Macro,Mono/Macro,M1,0
WMC0036862_GSM3496375_AB3091_T,0,1481.0,689,8,8,CD8Tex,2.3728707457939557,90,1,29,CD8Tex,CD8Tex,CD8Tex,0
